south_north,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
59,2.2622359,2.2986188,2.750061,3.0969918,3.4418697,3.950117,4.0940533,4.128054,4.2802944,4.3459196,4.4173927,4.450699,4.386479,4.347989,4.361844,4.389883,4.389569,4.352127,4.3610473,3.947876,3.0427368,2.4045064,2.4066381,2.607692,3.5157282,3.3483021,2.8269625,2.6292026,2.4921124,2.7434318,3.0466192,3.0614824,3.3484387,3.7728686,3.8630881,3.9887686,4.018352,3.768169,3.4501336,4.5814686,4.923361,4.8432636,4.8191524,4.567142,4.475302,4.4710603,4.4373255,4.30969,4.1678777,4.1193786,4.242805,3.9672525,3.7629168,3.8237674,3.8556564,3.9690096,3.9158483,3.8253996,3.7553296,3.778679,3.598789,3.420833,3.5230227,3.4127834,3.1359222,3.1110435,3.3649566,3.4937475,3.4607282,3.6385756,3.8224893,3.1980612,2.577595,2.8410494,3.2454429,3.2440765,3.2300584,2.8168375,2.420075,2.5046368,2.6650507,2.1943107,1.6247163,1.8934344,2.5241885,2.131009,2.3864796,2.8458958,2.9446595,2.550054,2.6413121,2.9994273,3.07055,3.3983164,3.155513,2.6527443,2.0029604,2.2853925,2.0058188,2.0227566,2.1500864,1.412018,3.1025372,2.707609,0.9412847,1.3983825,2.4264343,3.2382185,3.6098874,3.4845092,3.1515903,4.8912206,5.379761,4.48763,4.9417076,4.948971,4.1791744,3.9852703,3.9087362,3.597587,3.3575327,3.4979334,4.18,3.9053142,3.7463865,3.662381,4.152972,4.4345064,4.4198146,4.7310457,5.245458,5.721876,5.915355,5.251911,5.4640136,5.374492,4.919654,4.8941946,5.2420607,5.016978,4.860309,4.9451637,7.5247064,7.461279,7.8778906,8.367397,7.176758,6.708956,6.776717,7.086709,7.568023,7.958115,8.223573,8.385889,8.568063,8.800734,8.990321,9.201388,9.431909,9.547339,9.666032,9.735397,9.715631,9.701831,9.711239,9.81685,9.926129,9.9508915,9.894811,9.916989,10.118892,10.268239,10.197875,10.021017,9.959836,10.031563,10.17657,10.259372,10.283567,10.237475,10.09905,9.998302,9.894206,9.946459,9.828742,10.051592,9.730351,10.168133,10.57095,10.597019,9.732099
60,2.3557155,2.4383254,2.8207843,3.1378996,3.3522718,4.00502,4.355774,4.342587,4.2844615,4.322513,4.458335,4.4228306,4.386428,4.3652573,4.3693585,4.4461527,4.3711534,4.174987,4.2094955,4.06149,3.383019,2.6452281,2.537648,2.6965237,2.8646839,3.5319088,3.251595,2.9416025,2.7424529,3.1668692,3.6973774,3.4277177,3.214544,3.4646657,3.6950777,3.9612548,4.29817,4.150227,4.1710515,4.479777,4.5373745,5.005448,5.2467732,4.806684,4.4288926,4.4550056,4.614724,4.685642,4.6519246,4.603071,4.583427,4.391363,4.165428,4.237134,4.215587,3.6168556,3.815339,3.6464112,3.8780882,3.9125311,3.749556,3.4827545,3.6145334,3.6634648,3.1494532,3.5077817,3.5429122,3.822824,3.7651274,3.78004,3.7495422,3.160014,2.7996507,2.7771254,2.9110003,3.2004507,3.0185997,3.0273685,2.6002874,2.7480474,2.777669,2.5244849,2.341238,2.4631844,2.4392042,1.954851,2.0988374,2.793728,2.6376655,2.1632159,2.3936372,2.563465,3.080389,3.049001,3.5589793,3.1104758,3.3266637,2.9242802,2.4114163,1.7474105,0.901248,1.922271,2.488669,2.8969793,4.0202603,2.1137218,1.5789769,2.754236,3.274524,3.033304,2.7420664,3.3192964,3.7683969,3.6725628,2.9805331,4.8393483,4.1582613,4.3210335,4.2046995,4.1111636,3.6819198,4.3873496,4.2460084,3.2480187,3.2931824,4.18549,4.283323,3.9565368,4.2802553,4.841673,5.551425,6.619247,6.407135,5.445826,5.764418,5.709733,5.15245,4.812607,5.427544,5.5964804,3.1409805,4.432852,7.49593,7.588802,5.0808945,8.896211,7.631323,7.0674806,7.242483,7.6919317,8.155084,8.424907,8.615538,8.774819,8.9412,9.07828,9.18472,9.287529,9.526543,9.747261,9.941827,10.070385,10.096302,10.136042,10.143937,10.173377,10.288055,10.307901,10.188514,10.149942,10.306121,10.43143,10.357562,10.228974,10.200853,10.260626,10.3930645,10.514123,10.601901,10.631638,10.541093,10.420771,10.276846,10.265823,10.122999,10.344889,10.017535,10.344268,10.724626,10.80264,9.874201
61,2.4380946,2.527911,2.940102,3.180399,3.3596342,3.9896417,4.4304504,4.5916862,4.4005833,4.371185,4.320274,4.2559266,4.007421,4.3777785,4.2397747,4.3876853,4.656104,4.5434217,4.2304263,3.8248568,3.3197672,2.8085759,2.7020264,2.5291312,3.2146525,4.0297866,3.6463737,3.6145341,3.6712167,3.7932727,3.9794962,3.7486613,3.4800334,3.450541,3.546557,3.911729,4.3464203,4.3349385,4.4519157,4.915296,4.395205,4.9895372,4.709812,4.551783,4.433669,4.347857,4.760237,4.9352617,5.0833616,5.0264664,4.8729634,4.686485,4.4431233,4.1938353,3.6556654,3.515041,3.684978,3.7554226,3.9732184,4.059574,4.004922,3.8817027,3.926398,3.9091964,3.7863364,3.7765455,3.8362944,3.913066,3.8034024,3.585366,3.4620574,3.097616,2.9245322,2.8055694,3.0022805,3.1004896,3.484357,3.1664352,3.0737984,2.836571,2.899295,2.8766277,2.9616523,2.602055,2.3067021,2.2125528,2.5385232,2.3946526,2.09591,2.2829576,2.5403857,2.6684198,2.6422849,2.7944825,2.8701236,3.2700722,3.5177748,3.4282377,2.6093974,1.6941962,0.7693219,1.8677303,2.4633698,1.6618838,3.378858,4.4428167,3.030008,1.8216447,2.2468176,2.2236807,2.1786156,2.8992991,3.282794,3.0536342,2.6405942,3.2592268,3.7833357,4.095039,4.099719,4.547193,4.1623316,3.987326,3.2292345,2.9802501,3.4834392,3.9423153,4.120346,4.08477,4.409325,4.9872828,5.0655017,5.33952,5.3813696,5.6255636,5.7968597,5.6885843,5.0431843,4.730007,5.054453,5.786272,4.6028585,4.542596,4.7354393,4.5506253,3.8691201,7.2195306,7.9589295,7.640129,7.8234253,8.210532,8.5076,8.655062,8.777713,8.970408,9.114071,9.247255,9.379233,9.536783,9.67192,9.8335085,10.043671,10.209816,10.302523,10.365493,10.384358,10.406834,10.501938,10.527715,10.478431,10.535425,10.652314,10.665176,10.526246,10.436541,10.494709,10.565151,10.598337,10.667205,10.828824,10.969539,10.922011,10.765204,10.558935,10.517088,10.38864,10.6038,10.263563,10.58632,10.976495,11.025608,10.0582695
62,2.5518882,2.6728067,2.957436,3.1508949,3.2296424,3.8392136,4.237398,4.5348024,4.5321827,4.45683,4.2635307,4.3463626,4.165187,4.3998585,4.140585,4.2055917,4.089279,3.8664894,3.3694715,3.667618,3.1445115,3.0889168,2.8196611,2.7776968,3.1596656,3.7546463,4.350704,4.4852953,4.4379077,4.0363555,3.9350264,3.953086,3.9798195,3.851959,3.6116924,3.803212,4.3809323,4.490937,4.518528,4.8607793,4.7752337,4.7253356,4.8631377,4.7013464,5.2559547,5.1431117,5.244528,5.276265,5.141927,4.881794,4.6883783,4.8360023,4.9001265,4.49307,4.0261083,4.0026855,4.0797257,3.4880075,3.705611,3.7734642,4.0350056,3.9368842,3.9400125,3.8805587,3.8203726,3.8094778,3.4792411,3.80148,3.610219,3.5900686,3.4958844,3.5925143,3.410151,3.341833,3.6117864,3.923548,3.9018886,3.725029,3.210689,3.0350285,2.932013,3.2685072,3.1350267,2.8757288,2.557136,2.7418447,2.6987793,2.2329907,1.896828,2.1782043,2.4893193,2.4490485,2.472886,2.6837835,2.8315804,2.5895035,2.6508398,2.7603238,2.126639,1.0912752,1.0615819,1.4297155,2.4629376,1.4802471,2.0270116,3.6080337,4.6950307,3.1357667,1.0783325,1.3264683,1.7505662,2.9035263,3.4395099,3.0555377,2.7323222,3.1058342,3.7959576,3.8601463,3.8013,3.9963346,4.5186605,3.8970337,3.9404633,4.050235,3.3835666,4.0886526,3.9057899,3.798104,4.478575,4.931755,4.9032283,4.8700805,5.3582354,5.326795,5.0914984,4.9644294,4.7611413,4.6760283,4.7901273,6.308096,4.8664637,4.509727,3.2961984,3.5853899,4.326937,3.431851,8.432324,8.213524,8.2466,8.593538,8.841446,8.957515,9.040103,9.199436,9.315417,9.492424,9.668637,9.962009,10.165981,10.313595,10.50902,10.657764,10.733831,10.7549515,10.688373,10.659177,10.702643,10.710896,10.729303,10.857294,10.953042,10.901992,10.73162,10.679992,10.817979,10.900278,10.820633,10.804699,11.036299,11.308837,11.306995,11.084617,10.814915,10.759895,10.630598,10.842267,10.5161705,10.836317,11.179844,11.224004,10.232127
63,2.782577,2.838068,3.0811694,3.111868,3.1600351,3.723272,4.1260366,4.334804,4.4627075,4.4309616,4.3866067,4.588305,4.4209456,4.309168,3.560196,3.725749,3.260041,2.6452544,2.3138125,2.704411,2.71862,2.9035943,2.810542,3.1682494,3.6857264,4.3899794,4.4696884,4.892459,4.6086655,4.336753,4.1419144,4.133883,4.3187294,4.349386,3.8961546,3.6147027,4.111487,4.6391683,4.663037,4.149687,4.925277,5.187951,4.88219,5.2902474,5.9304996,5.785449,5.8130145,5.3208346,4.7430696,4.6453276,4.543019,4.786438,4.9695835,4.6950464,4.313603,4.3625054,4.258543,3.851313,3.7665503,3.9105837,3.4607787,3.722683,3.7996647,4.1496925,4.0819077,4.0580144,3.6656058,3.5032268,3.5099533,3.500252,3.7378507,3.7363832,3.5461829,3.5540128,3.7739685,3.86255,3.9665203,3.862464,3.3860655,3.1549618,2.9897974,3.3058703,3.4182813,2.9804053,2.88093,2.7906065,2.6355715,2.2509692,2.1241355,2.255309,2.2645707,1.9998983,2.086749,2.2817116,2.1779652,2.0226116,1.9021921,1.8263608,1.5343072,1.4101288,0.76001704,0.8379411,2.057591,2.478817,2.464885,2.9776962,4.2241406,5.3319917,3.9672558,2.158508,1.971843,3.0492265,3.6593473,3.3388236,2.9636526,3.300556,3.3033915,3.1421368,2.897097,3.3475726,3.9384644,4.178389,3.831189,3.7796414,4.0113606,4.1255703,4.097551,4.2649174,4.304032,5.0076613,5.289525,5.143577,5.371575,5.054577,4.8502088,4.5095563,4.2905664,4.305449,4.9829903,6.122144,8.9166355,4.3184223,3.8714187,4.2289333,3.6603103,5.413333,6.595153,8.471509,8.822333,9.11106,9.301452,9.393841,9.44632,9.520101,9.702313,9.972843,10.199225,10.496636,10.715075,10.86886,11.081105,11.188382,11.202926,11.195482,11.128808,11.066236,11.041004,11.008515,11.0175705,11.078808,11.090215,11.051176,10.959795,10.975603,11.129116,11.188881,11.09086,11.027477,11.241846,11.604877,11.6541395,11.411562,11.119913,11.061768,10.905353,11.103534,10.794778,11.090871,11.414563,11.470844,10.453899
64,2.7901096,2.86266,3.0665357,3.1405015,3.2389886,3.7619448,4.157663,4.340886,4.366825,4.33246,4.4426923,4.5235157,4.3601093,4.0669265,3.458866,2.8597665,2.100967,2.2417142,2.1603632,2.3174176,2.4308631,2.1726453,0.7096748,1.7643204,2.7226534,3.8477285,4.7449656,4.9323535,4.61974,4.52402,4.426379,4.2143683,4.067193,4.20604,4.076284,3.7827103,4.0098267,4.198266,4.180061,4.4612775,4.7822967,4.9266763,5.0127354,5.5471473,5.5965395,5.67318,5.656475,5.30746,4.707034,4.6282287,4.3647013,4.5660024,4.7946076,4.926878,4.7835283,4.7832184,4.5390778,4.256171,4.2160206,4.345986,4.3598223,4.334245,4.3867273,4.484056,4.5539227,4.444257,3.7969685,3.485597,3.195966,3.6863139,3.7947862,3.818035,3.3373818,3.6896517,3.8037145,3.9403522,3.868828,3.803402,3.5626874,3.2010229,3.0834427,3.2547188,3.2468143,3.050096,2.7262554,2.742178,2.5899327,2.4687746,2.40585,2.243671,1.9701828,1.9545681,2.2845995,2.0129619,1.5960991,1.8317633,1.7819927,1.5563754,1.2936218,0.71508324,0.55860084,0.66066,1.6119977,2.296027,2.5614371,3.0179307,3.5136323,4.927801,6.045623,4.768816,3.0611792,3.4234555,3.6734939,3.4241517,3.5122018,3.3727775,3.2464685,3.1145208,2.9253066,2.9812474,3.2828434,3.5088408,3.6865582,3.3651032,3.577313,4.400057,4.379185,3.7587278,4.1754303,4.9427214,5.740337,5.0606737,4.8624377,4.9865828,4.770975,4.4630165,4.6162934,4.7008452,5.17065,5.309241,8.407356,7.627759,6.6187654,6.776833,6.5861225,8.88339,7.580456,8.969123,9.550383,9.657655,9.701934,9.732659,9.793643,9.855573,10.098022,10.412689,10.656023,10.859309,11.100585,11.182076,11.271227,11.36056,11.398024,11.493392,11.572396,11.551517,11.449322,11.388771,11.376992,11.345972,11.284578,11.257088,11.239283,11.265946,11.354051,11.367728,11.303318,11.252553,11.424602,11.773988,11.889516,11.708349,11.468355,11.435121,11.2772255,11.460957,11.1611395,11.4192915,11.724249,11.786562,10.695226
65,2.7823567,2.7851593,3.0900571,3.1608062,3.5270548,3.9599535,4.1434326,4.3059587,4.2394743,4.190333,4.358989,4.155904,4.0606604,3.6128707,3.1738071,2.5623274,2.2391567,2.0902236,2.345989,2.3776438,2.387637,1.9847426,1.306947,1.2881241,1.1483662,2.3019865,2.8014512,3.737942,4.157613,4.472754,4.5162683,4.2300363,3.7384055,3.600663,3.9733894,4.1740527,3.925998,3.482442,3.1025164,3.6416621,4.836635,5.2151976,5.1504474,5.631273,5.877251,5.7386827,5.8621883,5.376371,5.01607,4.633673,4.9020557,4.751524,5.0616198,4.9181232,4.9024663,4.855136,4.7751694,4.644989,4.6484523,4.7697206,4.212239,4.585466,4.6979866,4.992436,4.8329096,4.7707653,4.5623612,4.3207984,4.187987,4.2421637,3.7372096,3.5712407,3.4838874,3.735644,3.9279084,4.115365,4.064683,3.7326076,3.4544241,3.1318803,3.0170913,3.2369413,3.4608157,3.1924958,2.81115,2.8674715,3.035989,2.795263,2.7005258,2.538157,2.2609634,2.0998478,2.4018612,2.225889,1.6595579,1.6087397,1.4039421,1.3769569,1.044766,0.57926637,0.2501557,0.7584113,1.6238443,2.2409112,2.4896615,2.5485625,3.2178507,3.6692705,4.4467216,4.946455,4.115281,3.4415152,3.3994303,3.570662,3.8394377,3.701682,3.397623,3.4638293,3.2354891,3.050186,3.0007112,3.268356,3.061363,2.9166863,3.7363935,4.1204286,4.000153,3.8586009,4.0289297,4.7355685,6.228387,5.1138515,5.56803,5.516367,4.730768,4.647467,4.7021403,5.2926574,5.5245347,5.3400645,5.212934,7.8169627,9.619755,9.452718,9.245886,9.448531,9.221625,9.946246,10.048455,10.103754,10.026535,10.009933,10.038976,10.164479,10.388811,10.655496,10.915205,11.000209,11.166509,11.327713,11.338476,11.46845,11.537131,11.638222,11.926832,12.033551,11.903015,11.767046,11.697803,11.636017,11.638848,11.6995125,11.667887,11.545749,11.513231,11.530859,11.446191,11.362953,11.497287,11.83522,12.038314,11.970913,11.806032,11.821485,11.701764,11.885286,11.586798,11.771089,12.052421,12.126925,10.956834
66,2.852298,2.813762,3.0513272,3.1260548,3.372867,3.9733086,4.0889025,4.0494194,3.957232,4.073138,4.1808724,3.9685194,3.3977897,3.0162222,2.6512694,2.469905,1.789266,1.7053379,1.9092946,1.8597752,2.1693275,2.5450857,2.207279,2.1580071,1.7609624,2.412403,2.647612,2.7141044,3.1208596,3.9910665,4.3807874,4.3087883,3.9411852,3.5783036,3.868535,4.084853,3.912303,3.345851,3.092492,3.1642358,4.825668,5.3313646,5.414521,5.5272927,6.0534167,6.2134986,6.2620826,5.8907194,5.428383,5.241659,5.2047777,5.2019835,5.146888,5.126823,5.0589137,5.002473,4.9590793,4.8283277,4.7066298,4.744628,4.9072785,5.129934,5.22277,5.072149,4.9565167,4.955037,4.88542,4.6966934,4.621003,4.5751243,3.8115098,3.773032,3.2582562,3.353002,3.232943,3.9539351,4.031459,3.8518379,3.5179527,3.1505165,3.0669518,3.0282836,3.4295886,3.1167026,2.9108224,2.9264302,3.076264,2.9946496,2.9654453,2.8168511,2.6465034,2.3813179,2.108088,2.1913202,1.9714651,1.7684783,1.516648,1.3258841,1.2548231,0.9193828,0.34748432,0.49350908,1.2620349,1.5216495,1.8132929,2.0870407,2.47706,3.0802796,3.345062,4.142913,4.562888,3.461465,3.282259,3.6142435,3.8916376,3.691351,3.5543373,4.0254865,3.9068396,3.3020942,3.0538974,2.9035797,3.2404222,3.904663,4.093744,4.2186666,3.869782,3.8239372,3.803509,4.4808354,6.3243876,5.831815,6.9345284,7.1711707,6.0433726,4.591861,4.7580905,5.765974,6.1876364,6.0348268,4.637983,5.420186,7.759558,7.036997,9.628163,10.075442,10.517311,10.38553,10.388493,10.344455,10.288701,10.32787,10.346274,10.502967,10.677901,10.930822,11.160541,11.200095,11.204405,11.436372,11.582467,11.801002,11.84794,11.763881,12.1093,12.312552,12.224694,12.144744,12.063006,11.913758,11.997526,12.260382,12.217335,11.856781,11.735568,11.869142,11.825591,11.638736,11.6559105,11.937633,12.159736,12.173876,12.096201,12.131035,12.099826,12.29618,11.9818945,12.119398,12.341714,12.389569,11.194248
67,2.8030229,2.7897272,2.964802,2.9337645,3.0417604,3.5974197,3.8248658,3.8326395,4.0027237,4.144346,4.2974863,4.075137,3.4834297,2.9313562,2.6369977,2.1944678,1.6082914,1.4832747,1.4981093,1.7306527,2.4740295,2.5288103,2.4914653,2.378437,2.1103399,3.1446068,3.452594,3.196544,3.185732,3.7252855,4.0460124,4.4040112,4.2243857,3.8492694,3.704186,3.7907238,3.5244849,3.6078517,3.363818,3.312179,4.8227787,5.9564705,5.868593,6.0904446,6.3289337,6.51406,6.580907,6.367092,5.831137,5.4954863,5.422257,5.208156,5.0327973,4.983558,4.923112,4.8863406,4.930728,4.9446707,4.844708,4.7539415,4.887377,4.627314,4.3832207,4.5950065,4.945184,5.184412,5.035455,4.9536233,5.0040526,4.519335,4.0872817,3.9569125,4.0110993,4.3231816,4.1972275,4.145989,4.0602937,3.8463655,3.3681395,3.130944,3.0190897,3.1163285,3.0471148,2.8581138,2.7903228,2.93246,3.0015068,3.0554578,3.1239212,2.9578283,2.8106155,2.921847,2.6982079,2.2419858,1.9405495,1.8474711,1.5952333,1.1973919,0.99311936,0.88799083,0.7525924,0.20375264,0.8607127,1.6290395,1.8604863,2.2746866,2.2080836,2.4728932,2.7519288,3.1443481,4.1433697,3.9060864,3.4397163,3.683587,3.4007027,3.059417,3.783478,4.0236783,3.5373905,3.3467991,3.4948213,3.709906,4.187234,4.5819,4.3786616,4.2590504,3.6770167,3.82115,3.7964613,3.9187858,5.0236306,5.935097,6.8084984,7.134773,6.8237257,4.6084027,5.5829115,5.965357,5.815578,5.408337,5.25552,5.080588,5.0157986,7.736075,10.551781,11.006949,10.676801,10.705945,10.5971985,10.523928,10.632703,10.718632,10.716547,10.833786,10.976905,11.204587,11.339082,11.354126,11.370159,11.623802,11.916269,12.078291,12.071303,12.012136,12.157163,12.33598,12.312663,12.36122,12.483369,12.3708,12.364672,12.661636,12.7008705,12.267124,12.028578,12.240091,12.397207,12.2801695,12.176513,12.240325,12.346901,12.403282,12.383495,12.443326,12.445551,12.652953,12.30249,12.370319,12.52331,12.572554,11.4225445
68,2.7038622,2.7001162,2.880852,2.8321757,2.9404685,3.226057,3.4440362,3.5840836,3.830724,3.9215338,4.2073812,4.0728397,3.3463147,2.7260573,2.4490876,1.9943455,1.4697496,1.6069553,1.6506784,2.3109145,2.4308465,2.6021695,2.5540023,2.8545475,2.3661432,3.65579,4.07623,3.973188,3.8167312,4.085981,4.0191746,4.38125,4.583999,4.09924,3.693286,3.4891841,3.9275613,3.9946735,3.7224538,3.8452082,5.2578955,6.235204,6.3809342,6.3674016,6.5758677,6.7118216,6.664553,6.4784584,6.0422616,5.736905,5.7181926,5.567074,5.449314,5.561084,5.5652447,5.3865457,5.1987414,5.103072,5.0148273,4.887053,4.977041,5.1322374,5.0888114,5.0799212,5.193441,5.1823034,5.1966386,5.3642764,4.8176413,4.238109,4.2688427,4.6233397,4.75558,4.794947,4.903994,4.51141,4.107149,3.9164393,3.790309,3.6803846,3.260068,3.0784132,2.9159243,3.0062306,3.0360143,3.0233572,3.06614,3.184291,3.1137187,2.7816553,2.463145,2.4008305,2.13909,2.0019288,1.9350584,1.7168418,1.4469556,1.3838383,1.1099656,0.7847114,0.9344686,0.6182181,0.7459256,1.3017122,1.6175529,2.184872,2.0513928,1.7668636,1.9254481,1.9949646,2.8341258,4.024898,4.028857,3.2400508,3.9298797,4.2459073,3.7811065,3.8693457,3.5335286,3.610835,3.7147446,4.0290937,4.0701613,4.371541,4.2199607,4.4342957,4.530026,4.3017325,4.7225595,3.810314,4.3150845,5.04013,6.08356,6.3959055,6.0455394,5.4223256,6.321361,6.0100503,5.3796463,4.949657,4.252667,5.708661,5.6131015,9.342618,11.550189,11.2001,11.25437,11.023949,10.898508,10.88122,11.0445595,10.986563,11.002539,11.156448,11.275568,11.425181,11.433884,11.542228,11.645779,11.941198,12.227165,12.010888,12.080208,12.3564,12.17553,12.270122,12.390254,12.408167,12.623197,12.713446,12.807752,12.92759,13.028935,12.911121,12.629885,12.580111,12.769633,12.873678,12.821467,12.768025,12.736156,12.742713,12.716582,12.805009,12.813938,12.990381,12.656701,12.668371,12.714346,12.764697,11.612563
69,2.6372566,2.6139224,2.7056088,2.6489625,2.7492888,3.0310938,3.4046373,3.447815,3.4369748,3.6989062,3.9325848,3.8483427,3.4329755,3.0055661,2.6231532,2.184342,1.890604,2.0160844,2.1897001,2.3437343,2.5168312,2.7119863,2.8533561,3.1187463,3.3590841,4.0137215,5.100601,4.3712277,4.2501736,3.9584186,4.0914083,4.1898336,4.715179,4.6444883,4.0355935,4.0980625,4.7167683,4.6822944,3.390604,3.4513621,5.4017873,6.6368475,6.6048145,6.5357857,6.626368,6.687514,6.6654887,6.4167495,6.029664,5.807273,5.7577624,5.607414,5.53507,5.730742,5.842108,5.077585,5.263499,4.93914,5.108267,4.908173,5.005679,5.21848,4.634785,4.9117904,5.0227904,5.329275,4.6990333,4.796281,4.374111,3.9944422,4.417234,4.6519113,4.845854,4.7898636,4.685346,4.4844832,4.1897006,3.9928248,4.024189,3.9170225,3.5922809,3.0416093,3.076497,3.2542107,3.2305183,3.006419,3.1138391,3.1491256,2.8695865,2.5429008,2.3569639,2.2350667,2.1696312,2.0720782,1.7185961,1.2089887,1.3813672,1.6383538,1.3934829,0.83710265,0.6537839,0.2911582,0.52343357,0.8970372,1.1913502,1.7084063,1.8156176,1.5752884,1.7824645,1.2753111,1.7014986,2.9751143,3.180427,2.7788553,3.9841921,3.559565,3.1285007,3.0528893,2.9753404,3.3336108,3.895535,4.1467395,4.4936237,5.1317053,5.3010783,5.6583166,6.046717,5.833417,5.9587617,5.0183105,4.763037,5.2344246,6.084055,6.4472537,6.5106034,6.938573,6.9827023,6.254477,5.267366,4.7386594,5.495471,5.273148,7.650405,8.298673,11.194776,10.974158,10.9922905,11.087341,11.18551,11.227263,11.057521,11.002924,11.248885,11.424955,11.46301,11.486286,11.804338,12.028265,12.147571,12.214467,12.299647,12.087053,12.17602,12.529094,12.3101635,12.39371,12.240226,12.364754,12.014878,12.324968,12.930323,13.08722,13.170065,13.241768,13.21507,13.094082,13.0587015,13.139284,13.200973,13.200858,13.126952,13.101318,13.0807705,13.208316,13.212844,13.3582115,13.061599,13.01405,12.932408,12.947347,11.790115
70,2.5095417,2.4571154,2.5202734,2.338169,2.3072908,2.7735193,3.271494,3.428735,3.443493,3.60127,3.625463,3.4634485,3.4606583,3.2202325,2.8912957,2.5929158,2.3265615,2.1795692,2.2728217,2.4034355,2.5261383,2.834072,2.891229,2.9658327,3.520875,3.4053876,3.8584645,4.2309027,4.0781245,3.77073,4.208589,4.0572276,4.6470385,4.883217,4.6081433,4.598029,5.1759996,4.975906,3.4717019,2.9611325,4.6033874,6.462491,6.9389305,6.9162374,6.8202615,6.710675,6.6493196,6.278151,5.864212,5.800266,5.838721,5.741389,5.6212273,5.6736794,5.7853994,5.5909863,5.3422704,5.301625,5.1812363,5.0030513,5.0085425,5.2410774,4.826502,4.5656757,4.0214252,4.754472,4.6420035,4.786162,4.143227,4.5946264,4.7291856,4.962045,4.9573545,4.4352174,4.4528613,4.140881,3.9896293,3.8853793,4.0331407,3.9958594,3.7873452,3.406895,3.250293,3.2912412,3.2389336,3.0893636,3.0846841,2.9573815,2.6698651,2.408355,2.0211415,1.8415135,1.9624398,1.7479722,1.2943075,1.2761439,1.6868417,1.499929,0.8105315,1.0536212,0.83129734,0.46737024,0.267741,0.4464516,0.83648986,0.80241215,1.6802945,2.3710399,1.2025684,1.5855012,2.2535627,3.0055184,3.0966728,2.8180554,2.999451,2.7598124,2.2288744,2.2679913,2.6559143,3.2499437,3.7279198,3.4646397,3.9315333,4.288729,4.3142543,4.6879535,5.3667693,5.2087975,5.0603824,4.5702877,4.8391113,5.1820464,5.4220724,5.701625,6.5673046,6.4948835,6.285428,6.1328983,4.8393803,5.115114,5.482367,4.695405,6.8874245,9.813417,10.476264,10.666736,10.854893,10.8951,10.845249,10.768161,10.872179,11.0855055,11.195299,11.166823,11.299525,11.676836,11.863942,11.902384,11.896816,12.049869,12.287244,12.192433,12.194787,12.517181,12.433503,12.709696,12.658734,12.692334,13.11887,13.153089,12.9374275,12.899037,12.921071,12.930364,13.038842,13.242642,13.2934265,13.233827,13.1930485,13.222591,13.265094,13.333947,13.317073,13.420438,13.448658,13.649783,13.478534,13.342,13.138135,13.128334,11.99113
