south_north,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
154,10.141379,8.568005,8.087943,7.0524015,7.2464795,9.043468,8.885871,9.167476,9.675136,9.777371,10.058216,10.017551,10.367859,10.663757,10.869463,10.650862,10.384781,9.658241,9.534188,9.791608,10.729883,10.953957,9.908192,10.10543,8.861949,10.497639,12.336621,12.958691,12.985014,13.34709,13.552828,13.595136,13.349562,13.040081,12.921086,12.633084,12.3429,12.480077,12.288975,12.007199,10.483652,9.168976,6.7742434,4.3953366,7.1185436,9.888635,10.641111,10.391412,10.424971,10.566039,10.644152,10.743582,10.888959,11.109726,11.312076,11.945148,12.710175,12.417839,12.049863,11.89495,11.916637,11.879153,11.772346,11.765365,11.0850525,9.009456,5.6877413,4.8011813,4.971474,5.9636197,5.3254623,4.829307,4.3982525,4.033235,3.7354767,3.6788003,3.745795,3.7696404,3.6820967,3.4299881,3.3152769,3.2049274,3.153592,3.1389873,3.1127014,2.8446212,2.749875,2.7226865,2.6628025,2.5293758,2.538592,2.6000497,1.4716489,1.5020205,1.8282036,1.6567674,1.5032008,1.5322819,1.2939844,0.2847828,0.9533534,1.0505103,0.7974928,0.575934,0.2660885,0.80185264,1.53878,1.9998059,2.5287287,3.0953536,2.9846265,3.0447278,3.1731498,3.1683338,2.7833679,2.9280472,2.8688128,2.6183684,2.9339995,3.087731,2.8856192,2.5851636,2.713045,3.590118,3.959284,4.2254267,4.551716,4.635433,4.213705,4.4798703,4.6730256,5.1600795,4.929953,2.8221529,2.7538261,3.0274363,3.8636777,4.184178,4.499235,4.687381,4.5211964,4.459157,4.2006893,4.1226664,4.5232177,4.755613,5.5001087,5.040126,3.8823805,3.455665,4.3325324,6.0568895,6.8029814,6.907954,6.981112,7.478478,7.4906836,6.7122717,6.924066,9.956189,9.883602,6.935215,6.293433,6.8483677,7.4887066,6.5491033,5.621527,5.423351,6.480588,7.4279985,8.327541,8.2205515,7.463223,6.387124,6.77952,11.24875,13.007031,13.598509,13.5734005,13.2219925,12.905935,12.574505,12.6616,12.966365,13.361931,13.607107,13.715103,14.804059,13.7491865,11.112278,10.207926
155,10.059829,8.704463,8.659974,7.7615933,7.534017,9.274825,9.258956,9.5976925,9.789986,9.786283,10.008602,10.204784,10.477742,10.67255,11.039998,11.268915,11.006624,10.489873,10.221932,10.360878,10.625316,10.782198,10.819229,10.520381,9.69954,8.633958,10.308279,11.672639,12.774282,13.211456,13.436571,13.550269,13.588763,13.40519,13.221067,13.035398,12.647225,12.707989,12.497879,12.164837,11.940808,11.58066,9.812055,6.431742,5.2260823,7.7554216,10.409336,10.754304,10.641813,10.682338,10.73777,10.782115,10.898102,11.112278,11.388443,11.88298,13.140416,13.142752,12.787536,12.494519,12.294043,12.177083,11.980183,11.99148,11.519543,9.254221,7.268046,5.559476,5.0521035,5.3534517,5.573688,5.308747,4.798128,4.430115,4.115502,3.9016578,3.7274063,3.583809,3.5752037,3.483993,3.5421631,3.4904456,3.5014737,3.3913524,3.2944117,3.0685773,2.875197,2.7773309,2.7475476,2.566793,2.5288951,2.3575938,1.5362546,1.3436525,1.6073625,1.4900743,1.5896263,1.6361752,1.5837826,1.4401832,1.4892962,1.5274273,1.273249,0.54417264,1.2855891,1.870966,2.2612624,2.6638327,3.200518,3.2802477,3.0869396,3.055035,2.9443374,2.862389,2.8945901,2.9011261,2.6893053,2.6600308,2.8522377,3.2521367,3.1212308,2.9527125,2.6269307,2.9656413,3.6638746,3.9054751,4.2855806,4.552231,4.362133,4.1149163,4.5746837,5.565454,6.288468,5.4380474,2.4783196,2.0316925,3.4932745,2.9684165,3.98507,3.416533,4.3624988,4.3211727,4.090395,4.25264,4.2112846,3.9839134,4.748835,5.369641,4.1233754,2.824676,4.4470415,5.5573936,6.377108,7.228588,7.102589,7.5318155,8.119006,7.7550745,6.458917,8.71699,10.441206,9.031457,6.98217,7.435736,7.2019067,6.8811483,5.9847374,5.3744416,6.28818,7.1097193,7.605853,8.34362,7.6417575,6.191204,6.669664,7.161173,7.728116,10.524941,13.116712,12.867918,12.412376,12.191516,12.513378,12.965729,13.354524,13.518759,13.62879,14.583933,13.125997,9.487132,8.900368
156,10.094894,8.5983,9.226865,8.630546,7.919634,9.541564,9.659809,9.683605,9.934895,9.875972,10.1788645,10.472834,10.281953,9.9515505,9.93725,10.165917,10.270583,11.691909,10.265663,10.08485,9.7899,9.744655,9.684234,9.314658,8.763556,9.581141,8.712635,9.444934,11.646157,12.735323,13.506334,13.660881,13.590738,13.473564,13.509723,13.334341,12.907269,12.596929,12.749115,12.61205,12.273063,11.805647,11.824924,9.899941,9.358383,8.235696,10.206785,10.762382,10.801482,10.7672415,10.816629,10.795974,10.94207,11.186351,11.457935,11.81088,13.158954,13.585224,13.415358,13.120054,12.832437,12.591053,12.2242985,11.905702,12.03503,10.606124,7.2948213,6.214784,5.345987,4.9429164,5.2175174,5.33573,4.984816,4.618009,4.4183884,4.182809,3.989028,3.6569133,3.5619974,3.5573373,3.5891838,3.2582774,3.1989024,3.477661,3.37882,3.1973996,3.0098338,2.8907282,2.9197543,2.5291352,2.3416233,2.1118996,1.3806279,1.4336,1.6259178,1.3843389,1.4562979,1.7181004,1.9321158,2.0018353,1.9573538,1.9514887,1.3935404,0.46684855,1.0358043,1.7027893,1.7623472,2.0418754,2.897411,3.2318614,3.1111617,2.9437084,2.9431095,2.623349,2.6328504,2.9428995,2.9006467,2.7507236,2.954641,3.1382952,3.2133195,3.074928,3.0254123,3.1153295,3.5427723,3.5793805,4.068468,4.121832,4.3993335,4.2447414,4.329893,4.958323,5.7761445,6.1913934,5.352853,3.3129487,2.3330407,2.3594644,2.5976064,3.6285503,5.102287,4.433935,3.9157412,3.809988,3.6512551,3.1768441,3.9374025,5.413309,4.605894,4.033218,3.6796863,4.32284,5.634083,6.5225987,7.1291785,7.8547006,8.77828,8.864243,6.974175,6.998978,9.74391,9.897763,8.566494,7.6883726,7.6663203,7.0028353,6.340445,6.2362585,6.5484686,6.560024,5.924048,5.958726,6.39162,6.5221405,6.462829,6.901485,6.366583,7.702366,10.3362465,12.474904,11.957663,12.07338,12.672782,13.015636,13.270485,13.30238,13.418872,14.2377205,12.713493,9.497706,8.854417
157,8.480899,8.200838,8.464906,8.830645,7.9608164,9.027991,9.604072,9.43306,9.77186,9.942102,10.229219,10.1029215,9.601024,9.272117,9.183668,9.19477,9.383869,9.981276,9.806713,9.50312,9.162449,8.844899,7.7815576,7.8613524,8.324169,9.783355,9.99233,8.986033,10.947415,11.577348,13.067518,13.672556,13.950477,13.756144,13.495607,13.545448,13.145376,12.9289255,12.550193,12.466412,12.526652,12.219133,11.844898,12.011202,11.814972,10.976711,10.498681,10.626482,10.792486,10.771483,10.858723,10.838096,11.044362,11.2666025,11.42486,11.608095,13.012642,13.644726,13.680172,13.489694,13.140587,12.890145,12.475869,12.376924,11.732013,9.718915,6.846889,6.1687493,5.5496697,4.9887953,5.0158925,5.1563306,5.1247582,4.8668346,4.6642137,4.3693757,4.1737423,3.923127,3.8780901,3.7793727,3.6190662,3.778964,3.3105936,3.4431217,3.357773,3.2397296,3.095712,2.9622145,2.8070893,2.4988027,2.3076015,1.7888367,1.5150293,1.6114736,2.0101585,1.7125015,1.3731762,1.251413,1.4512322,1.8600949,1.8056175,1.5202013,0.8973788,0.42995748,0.61870044,1.3848331,1.4904873,1.7761809,2.4847019,2.654873,2.7319427,3.3273444,3.2251494,2.6518426,2.4328172,2.6943135,2.9447808,2.951999,2.9606578,3.0757205,3.1940925,3.0081584,2.8890126,3.1132383,3.5585597,3.9841409,3.9075558,3.9194372,4.3490095,4.458572,4.35021,4.5965657,5.414233,5.9687576,6.1315794,5.866005,4.503503,3.782073,2.7480335,4.10219,4.297776,3.70296,4.0593324,3.5544894,2.882501,2.9662626,3.5772214,5.0973225,5.054754,5.0670815,3.3973372,3.6995156,4.820707,5.9707656,6.546787,7.1219125,8.900941,10.865771,8.59695,6.5422783,7.59318,8.588216,9.182746,8.59699,8.2032,7.3114066,7.0779724,7.3464046,7.304201,6.667053,5.6887236,5.201754,6.003927,6.5234184,6.794796,7.0954,7.333925,6.9277415,8.015995,9.728289,11.656851,12.099563,12.910228,13.087056,13.161963,13.068977,13.229391,14.08294,11.989109,9.63264,9.170838
158,8.028428,7.7008333,7.918143,7.756488,7.2448,8.216895,8.696198,8.709099,9.0869875,9.597113,9.618789,9.301743,9.078257,9.147256,9.2826185,9.287148,9.316997,10.081348,9.660891,9.298931,8.656651,8.232036,6.9839773,7.621806,8.569738,9.377718,10.070098,10.956772,10.411659,10.105079,12.285358,12.544385,13.761908,13.938815,13.868137,13.550135,13.310833,12.302983,12.9306965,12.780592,12.476347,12.332228,12.011775,12.010562,12.122859,11.628332,10.992112,10.629528,10.718644,10.786463,10.908196,10.936363,11.092937,11.227901,11.326711,11.536268,12.819079,13.667155,13.852005,13.77795,13.553455,13.307866,12.920113,12.040622,9.864695,8.353118,6.543133,6.19044,5.598055,5.1567807,4.9767003,4.929135,5.109266,5.0281634,4.7424746,4.524289,4.3613677,4.2242656,4.06028,3.7947714,3.6774611,3.062644,3.3400762,3.326633,3.2766595,3.1860785,3.1330307,3.074026,2.966721,2.4831939,2.110079,1.5491881,1.2579036,1.788702,2.134592,1.8728433,1.6574652,1.346963,1.500416,1.8210679,1.7687303,1.3500361,0.48619425,0.067476526,0.6867686,0.85515213,1.144345,1.950129,2.55664,2.3415995,2.4397101,3.2559605,3.429761,2.9269855,2.7852185,2.8770068,3.279153,3.3755002,3.3301597,3.1341193,3.3805394,2.9823596,2.8480892,3.0238397,2.7119808,3.6775122,4.1800075,3.9867225,4.136172,4.8146505,4.7393045,4.7063904,4.842893,5.7988257,6.0915074,6.5802507,6.1796665,4.6852856,3.544921,2.868927,2.5698943,3.344566,3.714165,3.161687,2.854158,3.1023104,3.6247766,5.011021,5.08641,5.1461062,4.516673,4.23772,4.903124,6.0180907,6.9679775,6.0595994,7.764955,10.468687,10.123485,7.666126,6.849436,7.2274,8.395959,8.961632,8.692708,7.2327695,7.4110374,7.544772,7.2310543,6.2915196,5.102758,4.717048,5.696421,6.81693,7.060607,6.889679,7.120496,7.8141522,6.2327256,6.115069,9.242185,12.118356,12.912944,12.977049,13.063873,12.940618,13.341704,13.704817,12.500738,9.350081,9.426139
159,7.757832,7.174461,6.642167,6.493926,6.356994,7.0532165,7.6348433,8.107277,8.543822,8.935755,8.762393,8.814967,9.094261,9.361641,9.578617,9.598295,9.566123,9.46626,9.330435,8.901888,8.194972,7.564802,6.9557033,7.220898,8.463578,8.870433,9.745684,10.581326,10.022579,9.806332,10.062144,10.132312,12.175623,11.326367,12.385015,13.906672,13.599284,10.582935,11.683446,12.480691,12.628732,12.361492,12.042334,12.031972,12.293623,12.140529,11.485802,10.824086,10.69445,10.838558,10.974435,11.062882,11.037188,11.121318,11.254756,11.29357,12.652895,13.506343,13.688711,13.775814,13.591175,13.462699,13.363167,9.891607,8.016421,6.793628,6.073768,6.289344,5.801968,5.402022,5.1116138,4.925701,4.9641814,4.8482456,4.6892285,4.635553,4.5618753,4.440232,4.0705533,3.8631103,3.755847,3.2829595,3.4834032,3.3743362,3.342572,3.203515,3.1454043,3.1331105,2.8546255,2.4130855,1.9056952,1.1491122,0.96679586,1.7560363,1.9387802,1.707595,1.6809433,1.6477343,1.8420765,1.6490948,1.2517829,0.8249659,0.6116446,0.5546608,0.8599638,0.69292843,1.0029608,1.9224875,2.3307116,2.118499,2.470369,3.2158642,3.3592904,2.869243,2.733852,2.84386,3.2945979,3.5712745,3.3460474,3.3972697,3.389977,3.1179018,2.8663685,2.8270009,2.5461063,3.0681872,3.9606903,3.9784224,4.191481,4.7727427,5.429428,5.380607,5.4396625,5.6355305,6.6486044,6.503762,6.953613,6.543055,5.722253,2.189102,1.7316061,2.9590085,3.2290869,2.9232633,3.006785,3.3856852,3.7876124,4.4937844,5.1635666,5.031456,4.7441506,3.6072366,4.5056496,5.553737,6.6914206,6.6411104,7.1958027,8.775565,9.35434,8.966584,8.337995,7.1594753,7.6513805,8.943737,8.491027,7.490086,7.0053596,6.8826575,6.6171613,5.9795446,5.239018,4.9988623,5.801566,6.6456146,6.905683,7.112832,7.6708393,7.2965245,6.222889,5.01333,6.1721272,9.794313,12.515195,12.787789,12.945342,13.110146,13.302002,13.995589,12.273668,10.540652,9.759358
160,8.206632,7.064268,7.128028,6.4012237,6.084818,6.697098,7.360879,8.005328,8.289091,8.345662,8.375911,8.880897,9.382951,9.623809,9.490196,9.115486,8.816844,8.488331,8.219071,7.739026,7.4661555,7.191429,6.9012833,7.233635,7.299696,7.462752,8.682261,8.676251,8.563902,8.435021,8.50521,8.584625,8.420149,7.7843194,9.703337,13.0458,13.765382,10.230214,9.887921,9.880734,12.268629,12.496273,12.119767,11.928106,12.089858,12.232444,11.788341,11.079374,10.621899,10.633856,10.805896,11.025737,10.909575,11.011087,11.315094,11.296055,12.176793,13.552295,13.347774,13.453315,13.546391,13.667186,13.274729,7.604725,9.056085,7.1233625,6.1354537,6.4003625,6.034725,5.592042,5.2090383,4.947507,4.7840104,4.642693,4.725039,4.731298,4.62795,4.4444103,4.1347165,4.046606,3.8092222,3.5489123,3.508354,3.4319537,3.3994002,3.3046994,3.1891577,3.072944,2.9861445,2.5129707,2.1189303,1.6865107,1.5704659,1.6431701,2.1151454,1.807474,1.6999769,2.0288992,2.1015067,1.7463837,1.0934713,0.5943121,0.22670203,0.64141417,1.1939723,1.1053039,1.3866426,1.8573005,1.6837666,1.6077228,2.45736,3.3916998,3.2562528,2.6790764,2.7264788,2.8130727,3.2902942,3.6241276,3.4158235,3.2829208,3.4010253,2.856132,3.0950701,3.232289,2.741888,2.8741922,3.8666124,3.6793494,3.3652284,4.191697,5.124764,5.895812,5.9604387,5.794566,6.287911,7.0130987,7.0350857,7.0196905,6.8934546,3.7262838,1.4873104,4.514479,3.8871384,3.1614678,3.322153,3.6117535,3.5315995,3.8773873,4.9981437,5.347275,5.1143827,3.8738093,4.31187,5.435905,6.1860857,6.0400214,7.5555935,7.9982533,8.134876,8.818227,9.276505,7.9091887,7.122237,8.353506,8.784188,7.717343,6.650117,6.184899,6.309721,6.0364475,5.2580895,5.2589207,5.8544984,6.3467107,6.8846407,7.746786,7.3486633,6.4855223,5.5548186,5.685988,4.700835,5.7524786,10.8064995,12.980497,13.04176,13.220601,13.319065,13.949167,12.543352,10.365141,10.143267
161,7.8732905,6.6173773,6.6567035,6.50737,6.1716795,6.738939,7.2657814,7.70773,7.805272,7.865158,8.151147,8.739192,9.070057,9.043011,8.417975,7.6902,7.1573076,6.9190273,7.0343056,6.822929,7.2130604,7.08426,7.1016364,6.8186817,7.0442567,6.5704455,7.2157574,7.0741315,7.488049,7.839965,7.4002156,7.2067075,7.321962,7.678356,7.073812,9.533572,10.822242,12.756062,9.775684,9.120023,12.039067,12.256527,12.068598,11.8883295,11.851251,12.034051,11.897397,11.278978,10.70172,10.520262,10.658946,10.926267,10.958866,11.074509,11.279986,10.98337,11.658473,12.984063,13.212838,12.992494,13.04753,13.139709,12.994357,7.811942,8.47568,7.041485,6.473631,6.542149,6.0505686,5.6963015,5.2842956,4.9294353,4.7453904,4.7443275,4.8243155,4.6887774,4.4415307,4.2361913,4.1177244,4.0724154,3.7793756,3.8816237,3.5320063,3.448516,3.4091125,3.3230143,3.2250192,3.0516775,2.9048798,2.6665528,2.5466645,2.0268614,1.9684589,1.8217602,2.502734,2.5791807,2.4484475,2.4814832,2.3744955,2.103257,1.4044957,0.75329375,0.43713707,0.7278822,1.3658533,1.6543931,1.5761409,1.5047649,1.3003998,1.2677783,2.064839,3.185652,2.9846494,2.5715559,2.7722523,2.948717,3.286243,3.7478173,3.6650062,3.3759234,3.3781862,2.949134,3.0458627,3.5518942,3.0910623,3.0131998,3.9680157,4.207553,3.4152324,3.776719,4.0443034,5.0491285,5.9331865,6.1364,6.405203,7.088466,7.151953,6.847481,6.439569,5.971171,4.87808,8.896373,6.192135,3.2345922,3.688579,3.8121948,3.3734043,3.4289746,4.722401,5.785784,5.806127,4.9042,4.8488646,5.730372,6.3480463,5.5626903,5.991688,7.801664,7.467235,7.565562,7.9026566,7.4631605,7.798947,8.240672,8.774057,8.753433,7.5884557,6.8901167,6.874987,6.4942207,5.805914,5.8136153,5.8855867,6.1572814,6.6468024,6.7575636,6.247411,6.230531,6.030748,5.841137,7.1124125,8.716015,11.626566,13.246114,13.135626,13.1118765,13.252903,13.827583,12.548358,10.722136,10.607055
162,7.8329086,6.5822735,6.8123727,6.231113,6.0423737,6.407508,6.7626076,7.0106134,7.141245,7.3529506,7.673973,7.9724517,7.83904,7.4852242,6.939803,6.5839405,6.385141,6.1070986,6.708929,6.6002197,6.6385865,6.759685,6.43541,6.0693445,7.010417,6.36567,6.889638,6.710728,7.006402,7.6260223,7.5829,7.40594,6.9302535,6.6056266,6.6830235,5.678307,7.3050485,11.824076,12.738566,12.3014345,12.277695,12.28697,12.016259,11.843024,11.796426,11.849001,11.827707,11.43295,10.904292,10.608149,10.566862,10.776394,10.843909,11.0601015,11.279667,11.101024,10.926108,10.371126,11.531813,11.308241,10.537735,10.28206,11.045808,7.6649523,6.771518,6.544431,6.2515087,6.505403,5.980375,5.6662383,5.441887,5.0673,4.866018,4.87009,4.808087,4.527438,4.15293,4.022776,3.9865344,3.9829364,3.7347984,3.6704085,3.5353518,3.5463653,3.4554632,3.362149,3.2255628,3.1080523,2.7107375,2.5584228,2.4121368,2.0060034,2.2057855,2.4612737,2.7246504,3.0075023,3.1326897,2.8423579,2.8638601,2.330624,1.7580743,1.1021467,0.60990864,0.6100568,1.3309579,1.9663528,1.951222,1.7162753,1.5842513,1.5101912,2.047413,2.7412395,2.634802,2.3692281,2.794598,3.0107574,3.128221,3.6151185,3.9386048,3.6109629,3.514897,2.9605813,2.5523396,3.295233,3.1294813,3.0007823,3.9400918,4.8494587,4.5177116,4.2049656,4.2307954,4.2901654,4.724241,5.4879627,6.2858596,7.174685,7.543056,7.253883,6.684677,6.66146,7.2907796,8.727706,5.343027,2.8802412,3.752459,4.1424,3.2814362,2.7581878,4.3881216,5.6815653,6.371409,5.7470336,5.1293783,5.346085,6.047641,5.726869,5.7091584,7.186119,8.609817,7.7652864,6.8975487,8.120755,11.103915,11.045217,8.048836,8.980052,9.19122,7.8060946,7.8305187,7.309814,6.2663665,5.8245306,5.976678,6.408543,6.7030387,6.4699516,5.756533,5.852865,5.4694967,6.3145943,10.228625,12.092278,13.419295,13.345663,13.063395,12.827025,13.184446,13.63838,12.985338,10.976972,11.21268
163,7.869693,6.575806,6.1551867,5.8472466,5.594089,5.9672174,6.1940413,6.4673533,6.790318,7.1113105,7.191728,7.1914344,7.0179944,6.830489,6.534395,6.67014,6.7716713,7.0312705,6.9007354,8.204267,6.4849005,5.9977913,5.8924556,5.7922115,7.2143373,6.7000103,7.2396364,7.2627773,6.6792936,7.1693788,7.140258,7.181596,6.5716505,5.8100023,5.6925926,4.8564215,4.7233305,8.771203,11.309126,12.209157,11.483805,11.8180065,12.021417,11.839727,11.708632,11.752263,11.748745,11.537485,11.172281,10.871164,10.861641,10.896364,11.069707,11.1145315,11.164504,11.2157545,9.135755,6.915032,7.7221317,7.5714765,6.9884024,5.855921,8.119788,7.611935,6.07794,5.934901,5.5643682,5.8596516,6.0488744,5.76588,5.6152244,5.305595,5.1039834,4.900234,4.738477,4.5794344,4.2391076,4.1328144,4.0179205,4.067362,3.8854578,3.7794857,3.7230742,3.7139797,3.5473752,3.3378818,3.2296631,2.942087,2.38106,2.2973263,2.392186,2.4604228,2.6995754,2.7351308,2.6488614,2.800713,2.5945797,2.5544627,3.12222,2.1905923,1.9992416,1.5685322,1.2552133,1.3502126,1.5393182,1.9088813,2.067698,1.985368,1.9784617,1.9586208,2.323649,2.8142319,2.5639555,2.4511907,2.6934068,2.9230647,2.97644,3.324795,3.8370883,3.8192418,3.5470383,3.0311558,2.5117588,2.9765623,3.2477884,2.9179106,3.5918353,4.7907076,4.825795,4.7727823,4.917404,4.687456,4.27783,4.545175,5.5760927,6.643482,7.439672,7.3837156,7.2918134,6.52761,6.621832,6.2005916,5.137127,3.3911355,3.5445824,4.218401,3.4864504,3.1265793,4.5086718,5.547587,6.43326,6.6611066,5.987746,5.4819055,5.4887686,5.127965,5.337791,6.6276207,8.060488,8.048326,7.3373675,6.8359256,6.3062806,6.1052523,7.1671205,8.233861,8.311327,8.044441,7.7204266,7.2196894,6.116104,5.162402,5.575319,7.0936084,8.028259,6.764608,5.6152043,5.4136915,5.4878645,5.962697,6.1865993,7.040078,10.808279,11.862524,12.8099165,12.919634,13.35571,13.670321,12.958519,11.122561,10.887931
164,7.559204,6.5199075,6.1447496,5.546738,5.249479,5.7699986,6.0950317,6.489016,6.8437514,6.8785505,6.7646184,6.643072,6.4587326,6.494231,6.682437,6.851137,7.086652,7.1614537,7.1416035,7.0063615,5.983931,6.0701303,5.989165,6.0975575,6.4088235,6.8451047,6.8470926,7.1864457,6.781546,6.6325397,6.2563777,6.335442,6.340619,6.1287203,6.243575,4.7568054,3.213777,4.44173,7.1341877,10.256217,10.379164,10.752184,11.713957,11.855052,11.799449,11.738635,11.684009,11.588179,11.370955,11.038841,10.913871,10.889331,10.972002,11.125965,11.337955,9.373675,6.413363,7.499446,7.56191,7.2413054,6.4864583,6.0655074,6.6516175,7.4149218,6.1966443,5.75912,5.155792,5.2210774,5.771677,5.884908,5.6474695,5.45471,5.3298974,4.9620776,4.805367,4.82075,4.672482,4.504187,4.30648,4.3339067,4.1479177,4.0588217,4.015026,3.8897655,3.6607752,3.350027,3.2565603,2.6632178,2.26594,2.082624,2.188238,2.4995215,2.5294888,2.4581468,2.5621252,2.3727741,2.030525,2.7648096,2.4022815,1.8109622,1.8591275,2.0396848,2.189863,2.0108767,1.673543,1.9911076,2.2777731,2.2365568,2.2331972,2.2939115,2.506194,2.681577,2.5637167,2.4220805,2.7092762,2.7569716,2.8304853,3.086743,3.5014532,3.7683768,3.7376416,3.316676,2.6971948,2.900581,3.048737,2.9070218,3.273741,4.392678,4.5657544,4.6174116,5.0371947,5.22576,4.754279,4.2183948,4.680709,5.8866353,6.776499,7.2349086,7.1000347,7.0171876,6.3233056,5.9257517,6.5197973,5.381767,3.796029,4.172849,4.1433907,3.577453,4.066446,4.8480096,5.988572,7.212324,7.023872,5.9200773,5.18386,4.727448,5.131421,6.5304046,7.632471,7.776808,7.404834,6.625444,5.7622504,5.7595983,6.37717,7.0460944,7.3144207,7.183376,6.6565037,5.7938957,5.259614,4.878227,5.3609157,7.142412,8.020497,6.5021853,5.414468,5.480895,6.16813,6.558785,6.016476,6.365768,7.3155727,7.600462,10.762764,13.162992,13.9825535,13.910073,12.933016,11.5547285,10.137517
165,7.195272,6.194291,5.761801,5.4671235,5.2629933,5.848382,6.3354726,6.70496,6.803081,6.6543555,6.584528,7.07343,6.8633413,6.9685063,6.68183,6.77297,6.846783,7.1200705,7.0278587,6.930839,6.3590684,6.476305,6.4580326,6.228421,6.323906,6.7892337,6.670795,6.4871225,6.4856772,6.35306,6.0444202,6.0745354,6.239055,6.5613503,6.9714475,6.417405,5.663762,5.166046,4.0971465,6.111519,6.103001,7.419525,11.264842,11.645508,11.565576,11.693649,11.700731,11.531375,11.340113,11.09236,11.0590315,11.032957,11.080225,11.338095,11.740148,7.309106,6.4912796,7.5438476,7.6223016,6.584408,5.792981,6.380262,6.880442,6.5232186,5.9638443,5.7227077,5.072011,4.860091,5.0228267,5.2575603,5.1955247,5.300468,5.1155457,4.85794,4.811575,4.7980914,4.7712626,4.62987,4.4158893,4.4460998,4.295724,4.188258,4.050546,3.884292,3.6358435,3.481685,3.13606,2.6604097,2.3867638,1.9375136,1.9440061,2.0544472,2.1573262,2.2674239,2.3690565,2.1333723,2.4868546,2.4925854,1.714762,1.5676849,1.6931342,2.1041768,2.2089822,1.7567033,1.7447941,2.4355736,2.623384,2.3738601,2.3857179,2.4433825,2.4290578,2.5564668,2.5323474,2.5292225,2.8347902,2.9781556,3.0063107,2.9093118,3.3852613,3.6517167,3.7614706,3.6542377,3.2475667,3.088185,3.167943,2.7801173,2.9238997,3.5298355,3.91123,4.4768157,4.9829607,5.0624375,4.8721123,4.4755507,4.4314,5.3017454,6.2876534,6.631136,6.97309,6.802837,6.713558,6.512258,7.1092157,6.7250085,4.9158826,4.034932,4.612735,4.201086,4.0078893,4.559957,5.3587904,6.9161744,7.5346255,6.348373,5.1054153,4.395798,4.9342628,6.2350416,7.1702485,6.868791,7.1915927,6.452123,5.7456145,4.9917364,5.9498506,7.821094,8.274034,7.2311335,5.360915,4.400159,4.9887753,5.5333204,5.9255505,6.656146,6.670797,5.751804,5.5082054,5.8966064,6.399708,6.6895676,6.929963,7.088837,7.285263,6.993198,8.158311,10.402296,14.299612,14.311182,12.767302,11.471269,10.675252
166,6.9707036,6.226431,6.1791964,5.6978564,5.5017505,6.117108,6.541468,6.632746,6.436743,6.254533,6.8713984,7.143875,6.715296,6.6497293,6.5478354,6.6860566,6.842716,6.9105,6.7716875,6.09571,6.188931,7.3688946,6.3698535,6.1944404,6.3528504,6.5748672,6.458,7.2800226,7.2639084,6.610468,6.5872893,6.5841017,6.5696206,6.6151896,7.34389,7.2592797,7.072725,6.7452583,5.459944,3.7540936,1.3517464,5.142542,10.728266,11.056133,11.420489,11.436693,11.573296,11.489222,11.331158,11.218571,11.149188,11.044938,11.444715,11.448978,9.678262,6.4857516,5.9119463,7.1005063,6.6215453,6.3020673,6.369747,6.5031705,6.744962,6.1296186,5.6080637,5.432141,4.9744196,4.5661163,4.27394,4.3543234,4.5414214,4.9344277,4.8826084,4.678182,4.588939,4.499109,4.3690157,4.303918,4.2105165,4.2717447,4.188535,4.0671525,3.8878012,3.784753,3.7146301,3.6033242,3.0798478,2.906684,2.5789216,1.8606638,1.9398261,1.9543362,2.075268,2.140904,2.0202372,1.866771,2.2312634,1.9727432,1.7729055,1.7486322,1.8866508,1.8576149,1.443929,1.6563592,2.3138115,2.9949448,2.6523798,2.3750794,2.483038,2.4567838,2.620915,2.4615426,2.5971804,2.2622473,2.732883,2.9392595,2.9365191,2.9842043,3.3612192,3.4724581,3.6228833,3.77479,3.5299144,3.2586465,3.3010588,3.1410828,2.8465538,2.8797207,3.2534537,4.2975354,5.17596,5.275729,5.044617,4.906256,4.851355,5.1384153,5.9078655,6.298421,6.3572617,6.684895,6.8634963,6.9225116,7.1612773,7.0863185,6.7370057,4.8597617,4.432859,4.6146398,4.926478,4.722064,5.142864,6.338667,7.1403985,6.622012,5.7556267,5.091943,4.9891376,6.0542784,6.9025583,6.86886,7.095615,7.119589,5.879612,4.558044,5.308869,7.7421803,9.038078,8.221892,6.3652244,5.6913996,6.2695546,6.5551643,6.256284,5.9333034,5.9391637,5.927588,6.0776324,6.2871842,6.2918186,6.355505,6.5275025,6.649561,7.3871665,7.9832582,7.0879817,7.5506406,11.626765,12.888602,12.142898,11.3009405,10.742066
